ABSTRACT ID ,Title,Category,Authors,Affiliations,Keywords,ImageUrl,Background,Materials & Methods,Results,Conclusion
AA-047,"OVARIAN CANCER METASTASIS TO THE BREAST: A DIAGNOSTIC
 PITFALL MIMICKING A PROBABLY BENIGN BREAST LESION",Case Report/Series,"Antasena Andra Sidqi1
 
 , Windu Cahyaningrum Handayani Notonagoro Suryaningrat2
 ,
 
 Rahmi Afifi2
 
 , Sawitri Darmiati3","1Radiology Residency Program, Faculty of Medicine Universitas Indonesia - Dr. Cipto
 
 Mangunkusumo National Referral Hospital, Jakarta, Indonesia
 2Division of Woman's Imaging, Department of Radiology, Faculty of Medicine
 Universitas Indonesia - Dr. Cipto Mangunkusumo National Referral Hospital, Jakarta,
 
 Indonesia
 
 3Department of Radiology, Faculty of Medicine Universitas Indonesia, Jakarta, Indonesia","Breast metastases, Ovarian cancer, Breast ultrasound, Metastatic disease",,"Breast metastasis from extramammary malignancies is a rare occurrence, only around
 0,17% of metastases from gynecological primary tumor. Metastatic lesions may present
 similarly with primary breast tumor. Breast metastasis is associated with poor prognosis of
 the primary malignancy. Failure to recognize a metastatic origin may result in incorrect
 staging, unnecessary breast-directed surgery, and inappropriate treatment.","Case Presentation
 A 43-year-old female with chief complaint of abdominal distension and suspected ovarian
 malignancy from prior hospital was referred to our hospital for surgery and chemotherapy.
 Preoperative CT showed multiloculated cyst with enhanced solid component from the
 ovary, suggestive of malignancy. Patients underwent surgery followed by chemotherapy.
 Two months after surgery, an interim CT was performed, and a solid right breast lesion
 was found, which in retrospect had also existed in previous CT with a significant size
 increase. No pain or tenderness noted. A breast ultrasound was done to further evaluate the
 morphology, and it shows well-circumscribed hypoechoic lesion. US-guided biopsy was
 performed because of the significant interval growth. Histopathology results show
 evidence for adenocarcinoma, favoring metastasis. No immunohistochemistry examination
 was performed.
"," 
 Discussion
 Breast metastasis lesion may have atypical appearances. In this case, a well-circumscribed
 hypoechoic lesion could make a false judgement favoring benign breast lesion such as
 fibroadenoma. A history workup on the patients and clinical context shows a higher risk of
 metastases with history of primary ovarian cancer, and histopathology workup is confirmed
 a malignant origin. Histopathology shows adenocarcinoma that aligns with metastasis.","Breast metastasis could give out a probably benign-appearing imaging feature. In patients
 with known extramammary malignancy, breast metastases should be considered in
 differential diagnosis rather than favoring only on morphological assessment.
 Histopathology and immunochemistry tests should be done with proper and careful clinical
 correlation to ensure the diagnosis and determine the primary origin."
AA-048,"Understanding Molecular
 Classification of
 Breast Cancer Pathology",Educational Exhibit,Dr Mohamad Rafie Md Kaslan,"M.D (UKM) M.Med Pathology (USM)
 
 Fellowship Breast & Endocrine Pathology
 
 Royal Northshore Hospital, Sydney, Australia",,,"Pathologists play an important role stands at the forefront of diagnostic pathology,
 evolving from traditional microscopy to molecular and genetics insights leading to
 more precise diagnoses and targeted treatments. Gene expression profiling and
 hierarchical cluster analyses have categorized breast cancer into 4 major intrinsic
 subtypes with distinct molecular characteristics, risk factors, treatment effectiveness
 and prognosis.
 "," Traditional immunohistochemical biomarkers (ER, PR, HER2, Ki67 proliferative
 index) and pathologic features such as histological type and tumor grade serve as
 surrogates to classify tumors into molecular sub types in clinical practice. It is
 important for us to understand the molecular classification of breast cancer
 pathology to sharing knowledge, fostering collaborations and driving innovations
 that will shape the future of pathology and patient care. In this topic , weâ€™ll be
 focuses on understanding diagnostic breast cancer molecular pathology, that
 remains difficult to treat due to its heterogeneity and resistance to therapy.
",," 
 We'll aim to examine the different molecular sub-types of breast cancer and how
 their differences impact treatment success."
AA-049,"IMPACT OF BREAST CANCER AWARENESS CAMPAIGNS ON SCREENING
 PARTICIPATION AND CANCER DETECTION: A THREE-YEAR
 EXPERIENCE AT HOSPITAL AL-SULTAN ABDULLAH",Scientific Research,"Nurul Ain Abdul Thani, Nazimah Ab Mumin, Marlina Tanty Ramli Hamid, Roqiah
 Fatmawati Abdul Kadir","Department of Radiology, Faculty of Medicine, Universiti Teknologi Mara, Sungai
 Buloh, Selangor, Malaysia","early detection of cancer; breast neoplasms; Malaysia; Mammography;
 Retrospective studies; Radiology; biopsy",,"Breast cancer screening participation remains suboptimal in many Asian
 populations despite year-round availability of mammography. Breast Cancer Awareness
 Month (BCAM) campaigns may increase screening uptake; however, their impact on the
 risk profile of attendees and cancer detection is less well characterised. This study
 compared screening participation and cancer detection during BCAM and non-BCAM
 periods at a Malaysian tertiary centre.","Methods:
 This retrospective cohort study included asymptomatic women who underwent screening
 mammography at Hospital Al-Sultan Abdullah from April 2021 to December 2023.
 Screening examinations were categorised according to the American College of
 Radiology Breast Imaging Reporting and Data System (BI-RADS). Participants were
 grouped into BCAM (Octoberâ€“December) and non-BCAM (Januaryâ€“September) periods.
 Histopathology was used as the reference standard for biopsied lesions, while non-
 biopsied cases were followed for two years where available. Screening participation, risk
 profile, biopsy utilisation and cancer detection rates were compared between the two
 periods.
"," Results:
 A total of 942 women underwent screening mammography, comprising 547 (58.1%)
 during BCAM and 395 (41.9%) during non-BCAM periods. BI-RADS 2 was the most
 frequent assessment (63.0%, n=593). Three cancers were detected during BCAM and two
 during non-BCAM, corresponding to cancer detection rates of 5.48 and 5.06 per 1,000
 screening examinations, respectively, with no significant difference between periods
 (p=1.00). The overall cancer detection rate was 5.31 per 1,000 examinations. Women
 attending outside BCAM were more frequently classified as high-risk compared with
 those attending during BCAM (30.6% vs 23.2%; p-value 0.02).","Breast cancer awareness campaigns were associated with increased screening activity but
 did not significantly increase the cancer detection rate per screening examination.
 Women presenting outside the campaign period were more frequently from high-risk
 groups, suggesting that BCAM may preferentially attract women who would otherwise
 be less likely to undergo screening. These findings support sustained year-round
 screening strategies complemented by awareness campaigns to broaden screening
 participation."
AA-050,"Beyond The Breast: Extensive Breast Filler Migration With Secondary
 Infection",Case Report/Series,"Anusha Apparau¹, Wan Mezlina binti Wan Zakaria 1 , Noor Laily Syakimah binti
 Saidi 1 , Zahurin binti Ismail 4","¹ Department of Radiology, Hospital Putrajaya, Malaysia","Keywords: Breast filler migration; Hyaluronic acid; Breast MRI; Ultrasound;
 Breast infection",,"Breast filler injections continue to be performed in Malaysia despite
 recognised safety concerns. Delayed filler migration with secondary infection
 is uncommon and poses significant diagnostic challenges. We report the
 complementary roles of ultrasound and MRI in delineating disease extent and
 guiding multidisciplinary management.","Case Presentation
 A 25-year-old woman presented with a four-month history of progressive right
 breast pain and swelling following bilateral cosmetic breast filler injections at a
 private aesthetic clinic. Initial aspiration and oral antibiotics were
 unsuccessful, with subsequent extension of symptoms to the right axilla and
 upper arm.
 Breast ultrasound demonstrated bilateral snowstorm appearances consistent
 with filler migration into the right axilla. Targeted ultrasound of the right upper
 arm showed posterior acoustic shadowing and diffuse subcutaneous oedema,
 consistent with migrated filler and cellulitis. Contrast-enhanced breast MRI
 demonstrated extensive filler migration involving the retromammary spaces,
 chest wall, bilateral axillae, supraclavicular and infraclavicular regions, and the
 right upper arm extending to the elbow. Peripheral enhancement of the right-
 sided filler deposits with reactive axillary lymphadenopathy indicated
 superimposed infection without a drainable abscess.
 The patient received intravenous antibiotics followed by incision and drainage
 of an infected migrated filler deposit. Follow-up ultrasound demonstrated
 reduced filler burden with improving cellulitis and a residual postoperative
 seroma.
"," Discussion
 Breast filler migration is an uncommon delayed complication that may mimic
 breast malignancy or other soft tissue pathology. Ultrasound identifies the
 characteristic snowstorm appearance and facilitates image-guided
 intervention, while MRI delineates disease extent, characterises
 superimposed infection and guides multidisciplinary management.
 Recognition of these imaging features helps differentiate filler-related
 complications from breast malignancy, avoiding unnecessary interventions.","Ultrasound and MRI enable accurate diagnosis, assessment of disease extent
 and timely multidisciplinary management of this rare but clinically significant
 complication."
AA-051,"Beyond Breast Carcinoma: Primary Breast MALT Lymphoma Detected
 on Screening Mammographyâ€”Multimodality Imaging and Staging
 Correlation",Case Report/Series,"Anusha ApparauÂ¹, Wan Mezlina binti Wan Zakaria 1 , Noor Laily Syakimah binti
 Saidi 1 , Zahurin binti Ismail 4","Department of Radiology, Hospital Putrajaya, Malaysia","Primary breast lymphoma; MALT lymphoma; Screening mammography;
 Breast ultrasound; Computed tomography",,"Primary breast lymphoma is a rare extranodal malignancy, accounting for less
 than 1% of breast malignancies. Extranodal marginal zone lymphoma of
 mucosa-associated lymphoid tissue (MALT lymphoma) is an uncommon
 subtype with non-specific imaging features that frequently mimic primary
 breast cancer. We present a screen-detected case highlighting the
 complementary roles of multimodality imaging, histopathological diagnosis
 and multidisciplinary management.","Case Presentation
 A 55-year-old asymptomatic postmenopausal woman underwent baseline
 screening mammography before commencing hormone replacement therapy.
 Digital breast tomosynthesis demonstrated a lobulated equal-density lesion in
 the left upper inner breast. Targeted ultrasound revealed two adjacent
 lobulated heterogeneous hypoechoic masses measuring 3.1 cm and 1.4 cm,
 with an indeterminate left axillary lymph node demonstrating focal cortical
 thickening. The lesions were categorised as BI-RADS 4B, prompting
 ultrasound-guided core biopsies.
 Histopathology and immunohistochemistry confirmed extranodal marginal
 zone lymphoma of mucosa-associated lymphoid tissue (MALT lymphoma).
 Contrast-enhanced staging CT demonstrated the two breast lesions without
 chest wall invasion and a solitary enlarged left external iliac lymph node
 suspicious for nodal involvement. Following multidisciplinary tumour board
 discussion, the patient was referred to haematology for definitive
 management.
"," Discussion
 Primary breast MALT lymphoma is an uncommon but important differential
 diagnosis for suspicious breast lesions. Although imaging findings overlap
 with breast cancer, histopathological confirmation is essential. Cross-sectional
 imaging plays a pivotal role in staging, detecting occult extra-mammary
 disease and guiding lymphoma-directed management while avoiding
 unnecessary breast surgery.","Primary breast MALT lymphoma should be considered in the differential
 diagnosis of suspicious screen-detected breast lesions. Multimodality
 imaging, histopathological confirmation and multidisciplinary collaboration are
 essential for accurate diagnosis, comprehensive staging and appropriate
 patient management."
AA-052,Beyond the Index Lesion: The Added Value of Breast MRI in Invasive Lobular Carcinoma — A Two-Case Series,Case Report/Series,"Dr. Nur Haneefa binti Ahmad 1 , Dr. Wan Mezlina binti Wan Zakaria 1 , Dr. Laily Syakimah
 binti Saidi 1 , Dr. Zahurin binti Ismail 1","1 Hospital Putrajaya, Wilayah Persekutuan Putrajaya, Malaysia","Invasive lobular carcinoma, Lobular carcinoma in situ, breast MRI, local staging",,"Invasive lobular carcinoma (ILC) is the second most common invasive breast malignancy, accounting for 5–15% of cases. Its infiltrative growth pattern may result in underestimation of disease extent on conventional imaging. Contrast-enhanced breast MRI has high sensitivity for ILC and plays an important role in local staging. We present two cases illustrating its added value in detecting additional ipsilateral and contralateral disease.","Case Presentation
Case 1: A 55-year-old woman presented with a right breast lump. Mammography and ultrasound demonstrated a highly suspicious right breast mass with satellite lesions and bilateral axillary lymphadenopathy. Biopsy of the right breast mass confirmed ILC, while the left axillary lymph node demonstrated metastatic carcinoma. Breast MRI demonstrated multifocal right breast disease and an additional suspicious left breast lesion at 4 o’clock. Biopsy of the left breast lesion confirmed ILC, establishing bilateral breast malignancy. The patient was started on chemotherapy with palliative intent.
Case 2: A 44-year-old woman presented with a right breast lump. Mammography and ultrasound demonstrated a suspicious right breast lesion at 11 o’clock, with biopsy confirming ILC. MRI demonstrated the known malignant mass and an additional suspicious right breast lesion at 9 o’clock. Biopsy of the additional lesion confirmed ILC with lobular carcinoma in situ (LCIS). The patient underwent right wide local excision with bilateral reduction mammoplasty. Postoperative histopathology demonstrated multiple foci of ILC and LCIS in the right breast and left LCIS, confirming more extensive multifocal disease."," Discussion
 These cases demonstrate the added value of breast MRI in defining disease extent in ILC,
 which may be underestimated on conventional imaging due to its infiltrative growth pattern.
 Breast MRI identified contralateral malignancy in the first case and additional ipsilateral
 disease in the second, providing clinically relevant information for management planning.","Breast MRI is essential in local staging of ILC, enabling detection of additional ipsilateral
 and contralateral disease and facilitating appropriate biopsy, staging, and individualized
 surgical planning."
AA-053,"EVALUATING THE DIAGNOSTIC ACCURACY OF SHEAR WAVE
 ELASTOGRAPHY GUIDED BIOPSY IN BIRADS 4 AND 5 BREAST LESIONS.",Scientific Research,"Roudhotul Nadiah MH1,2, Nazimah AM1,2 , Marlina Tanty RH1,2, Norizal MN3,4","1 Department of Radiology, Faculty of Medicine, Universiti Teknologi MARA, Sungai
 Buloh, Selangor, Malaysia.
 2 Department of Radiology, Hospital Al-Sultan Abdullah, Universiti Teknologi MARA
 Puncak Alam, Selangor, Malaysia.
 3 Department of Pathology, Faculty of Medicine, Universiti Teknologi MARA, Sungai
 Buloh, Selangor, Malaysia.
 4 Department of Pathology, Hospital Al-Sultan Abdullah, Universiti Teknologi MARA
 Puncak Alam, Selangor, Malaysia.","SWE, Breast Biopsy, BI-RADS, Neoplasm.",,"Ultrasound-guided core needle biopsy is a standard method for sampling breast lesions.
 Despite its high diagnostic accuracy, sampling error may occur due to intratumoral
 heterogeneity. Shear wave elastography (SWE) may identify areas of differing tissue
 stiffness and potentially guide targeted sampling. This study evaluates SWE
 characteristics between high- and low-stiffness areas within the same breast lesion and
 their association with histopathological diagnosis.","Methods
 This cross-sectional diagnostic study included patients with BI-RADS 4 and 5 breast
 lesions referred for mammography and ultrasound assessment. Ultrasound-guided core
 needle biopsy and SWE assessment were performed on the same day. Quantitative SWE
 parameters, including maximum SWE, mean SWE, and maximum-to-minimum SWE
 ratio, were obtained from visually hard and soft regions within each lesion. Qualitative
 SWE color scores were also recorded and correlated with histopathological findings. The
 Wilcoxon signed-rank test was used for paired comparisons between hard and soft
 regions, while the Mannâ€“Whitney U test compared SWE parameters between benign and
 malignant lesions. A p-value <0.05 was considered statistically significant.
"," Results
 Among 37 lesions with complete quantitative SWE data, maximum and mean SWE
 values were significantly higher in hard than soft regions (both p<0.001), with higher
 values observed in all 37 lesions. The hard-region SWE ratio was also significantly
 higher than the soft-region ratio (p<0.001). Among benign (n=26) and malignant (n=11)
 lesions, malignant lesions demonstrated higher maximum and mean hard-region SWE
 values, although these differences did not reach statistical significance (p=0.065 and
 p=0.058, respectively). No significant differences were observed in soft-region SWE
 parameters. Qualitative SWE demonstrated a distinct shift toward higher color scores in
 malignant lesions; 63.6% had a score of 5 and 27.3% a score of 4, whereas all benign
 lesions had scores of 2 or 3.","SWE demonstrated significant differences between hard and soft regions within breast
 lesions, supporting its potential role in identifying intratumoral stiffness heterogeneity.
 Qualitative SWE color scoring showed a distinct association with malignancy and may
 provide additional information for targeted assessment and biopsy of heterogeneous
 breast lesions."
AA-054,MULTIPARAMETRIC ULTRASOUND IN NEOADJUVANT-TREATED MALE BREAST CANCER,Case Report/Series,"Pramesti Indri MirantiÂ¹Â², Lina ChoridahÂ³, Mirna Muis","¹ Fellowship Women Imaging, RSA UGM, Yogyakarta, Indonesia
² Department of Radiology, Dr. Hasan Sadikin General Hospital, Bandung, Indonesia
³ Department of Radiology, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada–Dr. Sardjito General Hospital, Yogyakarta, Indonesia 
4 Department of Radiology, Hasanuddin University, Makassar, Indonesia","Male breast cancer; Neoadjuvant chemotherapy; Multiparametric ultrasound;
 Doppler ultrasound; Strain elastography",,"Male breast cancer accounts for less than 1% of all breast malignancies, with limited
 evidence regarding imaging assessment after neoadjuvant chemotherapy (NAC). Accurate
 response evaluation is essential for treatment planning. Multiparametric breast ultrasound
 combining B-mode imaging, Doppler, and strain elastography may provide information
 beyond tumor size. We present a case highlighting its potential role in monitoring NAC
 response in male breast cancer.","Case Presentation
A 53-year-old man presented with a progressively enlarging painless left breast mass, nipple retraction, and intermittent bloody nipple discharge. Core needle biopsy confirmed grade III invasive carcinoma of no special type with lymphovascular invasion and associated high-grade ductal carcinoma in situ. Baseline ultrasound demonstrated a 23 × 18 cm irregular heterogeneous infiltrative mass involving all quadrants of the left breast, with intralesional calcifications, posterior acoustic shadowing, increased internal and peripheral vascularity, a strain ratio of 4.5, and left axillary level II lymphadenopathy. Following NAC, ultrasound showed modest tumor reduction (20 × 16 cm), resolution of axillary lymphadenopathy, and an increased strain ratio to 6.0. The patient subsequently underwent modified radical mastectomy."," Discussion
Breast MRI is the reference standard for NAC response assessment but may not always be available. Previous studies, predominantly in female breast cancer, have associated treatment response with reduced tumor stiffness on elastography. In contrast, this case demonstrated increased stiffness despite modest tumor shrinkage and nodal resolution, revealing discordant elastographic, dimensional, and nodal responses. This underscores the need to interpret elastography within a multiparametric framework rather than as an isolated response marker. Lack of postoperative pathological response data limits imaging–pathology correlation.","Multiparametric breast ultrasound provides complementary information beyond tumor size in monitoring NAC response. Discordance between dimensional, nodal, and elastographic findings underscores the importance of multiparametric interpretation and pathological correlation for accurate treatment response assessment."
AA-055,"DIAGNOSTIC PERFORMANCE OF EI/B RATIO AND STRAIN RATIO WITH HPE
 CORRELATION IN DIFFERENTIATING BENIGN AND MALIGNANT SOLID BI-
 RADS 4 LESIONS",Scientific Research,"Ng Ca Wei 1,2 , Wan Aireene Wan Ahmed 1,2 , Wan Faiziah Wan Abdul Rahman 2,3","Â¹ Department of Radiology, School of Medical Sciences, Universiti Sains Malaysia, Kelantan,
 Malaysia.
 2 Hospital Pakar Universiti Sains Malaysia, Kelantan, Malaysia.
 3 Department of Pathology, School of Medical Sciences, Universiti Sains Malaysia, Kelantan,
 Malaysia.","ultrasonography, breast neoplasms, strain ratio, elastography",,"Strain elastography (SE), which assesses tissue stiffness, has emerged as a promising adjunct
 to conventional B-mode ultrasound (USG) in diagnostic accuracy of breast lesions. Our study
 aimed to determine the diagnostic performance of two parameters of SE, namely elasticity
 index to B-mode ratio (E I /B ratio) and strain ratio (SR) in differentiating benign and
 malignant solid Breast Imaging Reporting and Data System (BI-RADS) 4 lesions with HPE
 correlation.","Methods
 This cross sectional, single centre study included a total of 317 samples. The BI-RADS
 categories were determined from conventional B-mode USG features. Then E I /B ratio and SR
 were measured and biopsies taken as part of management of BI-RADS 4 lesions. The
 receiver operating characteristic (ROC) curves were constructed to determine the cut-off
 values, as well as to compare the diagnostic performances of each parameters.
"," Results
 264 benign and 53 malignant lesions were diagnosed. The optimal cut- off value for E I /B
 ratio and SR was 1.1 and 2.39, respectively, which shows statistically significant difference
 between benign and malignant lesions (p &lt; 0.001 and p = 0.0337, respectively). When
 combining E I /B ratio and SR with conventional B-mode USG, there was significantly
 improved in specificity (80.3%) and accuracy (75.1%) with good negative predictive value
 (NPV) (88.7%), despite a slightly lower sensitivity (49.1%).","The combination of E I /B and SR can improve the specificity and accuracy with insignificant
 change of the high NPV. Incorporating E I /B and SR can be a useful and non-invasive
 additional method to improve the diagnostic performance of conventional B-mode USG,
 potentially reducing the need for unnecessary biopsy of benign solid BI-RADS 4 lesions."
AA-056,MULTIPARAMETRIC MRI AND SYNTHETIC DIFFUSION IMAGING IN CHARACTERISATION OF BREAST LESIONS,Scientific Research,"Chin Yunci1 Kartini Rahmat1, Jeannie Wong Hsiu Ding1, Faizatul Izza Rozalli1, Farhana Fadzli 2, Caroline Judy Westerhout1, Leong Wai Ling1, Wong Yee Voon1 , Mohamad Zulfikrie Abas 3","Universiti Malaya /UM Medical Centre[1], Picaso Medical Centre (2)
 Institute for Clinical Research, National Institutes of Health Malaysia[3]",,,"Diffusion-Weighted Imaging (DWI) is an integral, non-contrast component of multiparametric breast MRI. However, directly acquired high b-value acquired DWI (aDWI) suffers from low signal-to-noise ratio (SNR) and severe distortion. Synthetic DWI (sDWI) offers a mathematical monoexponential decay model alternative to synthesize high b-value images without acquisition penalties. This study investigates lesion conspicuity between aDWI and sDWI across four distinct b-value configurations (aDWI, sDWI 800, sDWI 1000, and sDWI 1500s/mm2) using qualitative and quantitative metrics, evaluate the feasibility of quantitative image quality parameters for differentiating benign from malignant breast lesions and assess the diagnostic performance of Apparent Diffusion Coefficient (ADC) values across continuous, data-derived optimal, and literature-based cutoff thresholds.","Materials & Methods
 23 patients with a total of 35 suspicious breast lesions who underwent 3.0T breast MRI with both acquired and sDWI sequences were retrospectively evaluated. Qualitative lesion conspicuity and overall image quality were independently scored by two radiologists using a 5-point Likert scale. Quantitative parametersâ€”including signal-to-noise ratio (SNR), contrast-to-noise ratio (CNR), and mean ADC valuesâ€”were measured across all four b-value sets. Statistical analysis included repeated-measures ANOVA/Friedman tests for sequence comparisons, Receiver Operating Characteristic (ROC) curve analysis to evaluate diagnostic performance, and Youdenâ€™s index to establish data-derived optimal ADC thresholds against standard literature benchmarks.
"," Results : 
 aDWI provides superior overall qualitative image ratings and contrast-to-parenchyma ratio (CPR), whereas DWI1500 exhibits the lowest signal- and contrast-based metrics (SNR, CNR) metrics and radiologist ratings. However, the incremental benefit of higher b-values for lesion conspicuity appeared limited in our analysis. Continuous ADC demonstrates acceptable performance in detecting malignancy, with a data-derived threshold(<1.5â»Â³mmÂ²/s) providing superior sensitivity and negative predictive value of 93.8% (sensitivity 85.7%, specificity 53.6%) compared to traditional literature-based cutoffs.","SDWI bypasses physical acquisition penalties, offering high b-value contrast without SNR loss or distortion. Quantitative T1, T2, and ADC metrics effectively differentiate breast cancer. Adding these to diagnostic routines boosts accuracy and could prevent 15.6% of unnecessary biopsies"
AA-057,CONTRAST ENHANCED MAMMOGRAPHY (CEM) IN THE ASSESSMENT OF BREAST LESIONS IN A DIAGNOSTIC SETTING,,"Thum Wan Qin 1, Kartini Rahmat 1, Wong Yee Voon1, Leong Wai Ling1 , Faizatul Izza Rozalli 1, Farhana Fadzli 2 , Jeannie Wong Hsiu Ding1.",Universiti Malaya Medical Centre (1) Picasso Medical Centre (2),Breast cancer; contrast-enhanced mammography; digital breast tomosynthesis; diagnostic accuracy.,,"In conventional mammography, malignant lesions may be obscured by overlapping fibroglandular parenchyma due to similar radiodensities. While digital breast tomosynthesis (DBT) provides thin cross-sectional slices to reduce tissue overlap, contrast-enhanced mammography (CEM) exploits tumour neoangiogenesis to enhance lesion conspicuity. This study aimed to evaluate the diagnostic efficacy of CEM compared with DBT in differentiating benign from malignant breast lesions using histopathological examination (HPE) as the reference standard, and to identify qualitative CEM enhancement features predictive of malignancy.","Materials and Methods: Patients scheduled for core needle biopsy or with available HPE results were prospectively recruited. CEM and DBT images were evaluated 4 weeks apart by two breast radiologists using a consensus reading model, blinded to HPE results and prior imaging reports. Chi-square tests and logistic regression analysis were performed to identify significant CEM predictors of malignancy.
"," Results: A total of 91 patients with 138 identified breast lesions were enrolled. Of these, 129 lesions were histopathologically verified (72 [52.2%] malignant and 57 [41.3%] benign). The remaining 9 lesions (6.5%) demonstrated mammographic stability over a 2-year active surveillance period and were classified as benign for final analysis. CEM demonstrated significantly higher sensitivity than DBT (97.2% vs. 88.9%, p = 0.03), while specificity was comparable between modalities (78.8% vs. 74.2%, p = 0.62). CEM achieved a positive predictive value (PPV) of 83.3% and a negative predictive value (NPV) of 96.3%, compared to a PPV of 79.0% and an NPV of 86.0% for DBT. Irregular shape, non-circumscribed margins, high conspicuity, and a heterogeneous enhancement pattern were key CEM predictors of malignancy, producing complete separation and significantly high odds ratios.","CEM demonstrates superior overall diagnostic performance compared to DBT in the detection and characterization of breast lesions. By providing both anatomical and functional vascular data, CEM serves as a highly accurate modality for evaluating breast malignancies and represents a practical alternativeâ€”particularly in resource-limited settings."
